headline,press,created_at,relation,prosorcons
"성 김 현대차 고문, 美 '조지 F. 케넌상' 수상…""외교정책 기여 공로""",서울경제,2024.08.23.,1,w
"'현대차 美통상 전략 조력자' 성 김 고문, 조지 F. 케넌상 수상",아시아경제,2024.08.23.,1,y
[이자Car야] 세계 1등 향한 국산화… 현대차의 배터리 철학,디지털타임스,2024.08.23.,1,y
"한은 ""美경기 둔화 시 철강·화공품·석유류 수출 타격""",아시아경제,2024.08.23.,2,n
[세종로의 아침] 상속세와 오너리스크,서울신문,2024.08.23.,1,n
"광주 광천사거리, 지하철·BRT 십자 형태 교차한다",서울신문,2024.08.23.,2,w
36도 vs 48.5도… 필름 한 장에 車 실내온도 10도 이상 '뚝',세계일보,2024.08.23.,1,y
배움의 밭 일구기까지… ‘뒷것’의 뒤를 밟아 본다,서울신문,2024.08.23.,2,y
신기하네… 아이오닉6 창에 착 붙이니 실내온도 12도,국민일보,2024.08.23.,1,y
"겨울엔 포근, 여름엔 선선한 車 나온다… 현대차 ‘히트테크’ 공개",동아일보,2024.08.23.,1,y
[천자춘추] 친환경 파리올림픽의 힘,경기일보,2024.08.23.,1,w
시시각각 변하는 국제정세… 美·EU 생산기지 넓히는 K배터리,국민일보,2024.08.23.,1,w
올린지 8분 만에 ‘팔렸습니다’… 중고차 거래도 비대면으로,국민일보,2024.08.23.,1,w
"""소부장 스타트업, 공급망 뚫으려면…'개선' 아닌 '혁신' 있어야""",머니투데이,2024.08.24.,1,y
[에듀플러스]글로컬대학을 찾아서⑧최재원 부산대 총장 “교육형 실리콘...,전자신문,2024.08.24.,2,y
[대만칩통신]獨에 첫 생산공장…유럽 시장 정복 나선 TSMC,아시아경제,2024.08.24.,2,y
"현대차 성 김 고문, 美외교정책협 ‘조지 F 케넌상’ 수상",동아일보,2024.08.24.,1,y
美 JD파워 기술 평가서 제네시스 4년 연속 1위,조선일보,2024.08.24.,1,n
[브리핑] 성 김 현대차 고문 ‘조지 F 케넌상’,중앙SUNDAY,2024.08.24.,1,w
물건 자주 잃어버린다면 ADHD 의심해 봐야[김지용의 마음처방],동아일보,2024.08.25.,1,y
인제 ‘나이트레이스’로 모터스포츠의 도시 각인,강원일보,2024.08.25.,1,y
오늘의 부고 - 2024년 8월 26일,경향신문,2024.08.25.,1,y
"현대차그룹 전기차, 유럽 충돌안전평가 최고 등급…아이오닉5는 미국 ‘...",경향신문,2024.08.25.,1,y
"잔진동 없이 편안하게…몸집만 작네, 이 전기차",경향신문,2024.08.25.,1,w
"앗! 타이어, 차보다 잘 나간다",경향신문,2024.08.25.,1,w
배추·사과 등 성수품 17만t 공급… 중기·소상공인에 40조 신규지원,파이낸셜뉴스,2024.08.25.,2,y
"당정 ""전기차 배터리 정보공개 의무화…국군의날 공휴일 검토""",한국일보,2024.08.25.,2,w
[기획] 한달새 전기차 규제안 18개 찍어냈다,디지털타임스,2024.08.25.,1,w
"울산 중구 ""아 옛날이여""… 온라인 쇼핑·부산에 손님 다 뺏기네[르포]",파이낸셜뉴스,2024.08.25.,2,y
소각부터 수처리까지… SK에코플랜트 AI에 맡긴다,파이낸셜뉴스,2024.08.25.,2,y
대구시 모빌리티 분야 R&D 핵심기술 과제 '트리플크라운' 달성,매일신문,2024.08.25.,1,w
모든 신축건물 주차장에 습식 스프링클러 의무화,한국경제,2024.08.25.,1,n
“AI 기술 해양 분야 접목한다면 물류·자원 관리 효율화 큰 기여” [미...,부산일보,2024.08.25.,1,w
"""나도 살까""… 현대차·기아 '하이브리드 100만대 시대' 연다",파이낸셜뉴스,2024.08.25.,1,n
"""★★★★★""… 美·유럽이 인정한 현대차그룹 전기차",파이낸셜뉴스,2024.08.25.,1,y
[재미로 보는 오늘의 운세] 8월 26일 (월요일),세계일보,2024.08.25.,2,w
[시각과 전망] 무능(無能)도 민주주의의 적(敵)이다,매일신문,2024.08.25.,1,n
'트럼프 1기' 수익률 봤더니…IT·소비재·유틸리티 강했다,한국경제,2024.08.25.,1,w
살짝 부딪쳤는데 드러누워… 나이롱환자에 새는 車보험료,파이낸셜뉴스,2024.08.25.,2,w
"[기고] 전기차 화재, `배터리이력제` 도입이 대안",디지털타임스,2024.08.25.,2,y
[스타즈IR] 하이브리드붐에 印 IPO 추진…성장전망 '맑음',서울경제,2024.08.25.,1,y
로봇發 산업 혁명…'일자리 지도'가 바뀐다,한국경제,2024.08.25.,2,y
65세 이상 교통사고율 10대 다음으로 높아,매일경제,2024.08.25.,1,w
"이광형 지재위원장 ""지식재산 강국 되려면 법원 역할 중요…'전문판사제...",서울경제,2024.08.25.,1,y
"지자체 '맘대로'… 땅값 똑같이 올라도 서울 60%, 부산 전액환수",매일경제,2024.08.25.,1,w
[사설] 전기차 배터리 전화위복 기회로 만들어야,전자신문,2024.08.25.,1,y
"""원청도 재정 지원…안전원팀 꾸리게 도와야""",서울경제,2024.08.25.,1,y
[단독] 1년 걸리던 건축허가 두달 만에…현대차 '하이퍼캐스팅' 첫삽 뜬...,서울경제,2024.08.25.,1,w
[부고] 백현옥(전 한국미술협회 부이사장)씨 별세 외,한국일보,2024.08.25.,1,n
"""큰 한 방 없다면 또 조단위 적자""…삼성전자, TSMC 독주 막으려면",머니투데이,2024.08.25.,1,w
전기차 충돌평가 최고등급 현대차그룹 美·유럽서 호평,매일경제,2024.08.25.,2,w
'코리안 드림' 이룬 기업가들 창원서 뭉친다,매일경제,2024.08.25.,1,n
“車 배터리 정보공개 의무화…국군의날 임시공휴일 추진”,국제신문,2024.08.25.,1,n
[디플정 출범 2년]1.4조 투입해 조기 성과···모범 거버넌스로 우뚝,전자신문,2024.08.25.,2,w
“박근혜 탄핵 부당” “문재인 빨갱이”…전무후무 ‘막말 열거 청문회...,한겨레,2024.08.25.,1,w
[iR52 장영실상] 대기오염 잡아주는 촉매 드라이아이스로 100% 재생,매일경제,2024.08.25.,1,y
휴가지에서 음주운전 … 적발되면 어떤 처벌 받나 [여플변호사],매일경제,2024.08.25.,2,n
중국 밴 유통사도 배터리 제조사 공개…전기차 화재 우려와 '선긋기',전자신문,2024.08.25.,2,w
"현대차·기아, 전기차 불안 해소 `전력 질주`",디지털타임스,2024.08.25.,1,n
"삼성전기 부산사업장, 첨단 FCBGA 전진기지로",국제신문,2024.08.25.,1,y
한국타이어 모로코 법인 신설…서아프리카 공략 고삐,서울경제,2024.08.25.,1,y
주유소 기름값 4주 연속 하락… “당분간 하향 안정세”,강원일보,2024.08.25.,1,n
"""현대차그룹 전기차는 안전하다""…'E-GMP'로 캐즘·포비아 극복",머니투데이,2024.08.25.,2,y
올해 최고의 광고는 ‘나의 일본 철도’ ‘어린이 청첩장’,부산일보,2024.08.25.,1,y
"수출입銀, 희토류 영구자석 밸류체인 구축 위한 금융지원 검토",이데일리,2024.08.25.,1,w
[영상] 박정 예결위원장 “내년 민생 곳간 채우고… 경기도 현안 해결 ...,경기일보,2024.08.25.,1,w
"""국내 경험 그대로 이식은 안돼…`뼛속부터 글로벌`로 승부 할 것""",디지털타임스,2024.08.25.,1,y
"쏘렌토, 올해 국내 베스트셀링카 유력",디지털타임스,2024.08.25.,1,w
"LS전선·에코에너지·수은, 희토류·전기구동계 협업",디지털타임스,2024.08.25.,1,w
"한기대 김상연 교수 연구팀, 햅틱스 학술대회 우수논문상",대전일보,2024.08.25.,1,y
"영남대, 정부 재정지원사업 잇따라 선정…세계 명문대와 어깨 나란히",전자신문,2024.08.25.,1,y
전기차 배터리 의무검사·상시 모니터링 급선무,전자신문,2024.08.25.,2,y
車사고 경상자 평균 진료비 10년 전보다 140% ‘폭증’,이데일리,2024.08.25.,1,w
[CarTalk]디자인 세련되고 성능은 실용적...KGM 부활 짊어진 그 '액티언',한국일보,2024.08.25.,1,n
"다가오는 엔비디아 실적 발표…코스피, 답답한 박스권 탈출할까",머니투데이,2024.08.25.,1,y
"‘별이 다섯개’ 현대차그룹 E-GMP 기반 전기차, 美·유럽 충돌 평가 ‘...",이데일리,2024.08.25.,1,y
"[돈+Cars] 더 넓고 더 편하게… 캐스퍼 일렉트릭, 전력으로 달려볼까",디지털타임스,2024.08.25.,2,y
"삼성전기 ""하이엔드 반도체 기판에 집중""",디지털타임스,2024.08.25.,1,w
"삼성화재, 전기차 화재에 대물 한도 10억→20억원 상향",머니투데이,2024.08.25.,1,w
"미분양 1만채 쌓인 경기도…""우리는 달라"" 완판 행렬 동네들, 왜?",머니투데이,2024.08.25.,1,w
몸집 불리는 HMM…해운업 불황 터널에 중장기 전략 가동,머니투데이,2024.08.25.,2,w
"캐나다, 中 전기차 100% 관세 부과 … 美·유럽과 발맞춰",매일경제,2024.08.26.,1,n
"캐나다, 中전기차에 100% 관세 신설 예고…알루미늄·철강엔 25%",서울경제,2024.08.26.,1,n
“한강 접근성 높이고 교통 흐름 개선”…강변북로·올림픽대로 전 구간...,경향신문,2024.08.26.,2,w
김문수 “박근혜 탄핵은 잘못…광화문 세월호 추모 공간 과해”,경향신문,2024.08.26.,2,w
단양군 차고지 외 밤샘주차 집중단속,대전일보,2024.08.26.,2,n
제천시 전기차 등 친환경자동차 구매 보조금 지원,대전일보,2024.08.26.,1,y
"김문수 “쌍용차 노조 ‘자살특공대’ 발언, 반성할 일 아냐”",세계일보,2024.08.26.,1,w
"현대차·기아, 3대 신용평가사 ‘올A’ 등급 받아",세계일보,2024.08.26.,1,y
"전기차 화재, 부품 중소기업은 파산 리스크",매일신문,2024.08.26.,1,n
"""산불·지진·태풍 피해 전세계 어디든 긴급구호품 신속하게 무상운송""",파이낸셜뉴스,2024.08.26.,2,w
"[오늘의 DT인] ""모빌리티 여성 인재 양성 앞장 … 리더십 키울 수 있는 ...",디지털타임스,2024.08.26.,2,y
[재미로 보는 오늘의 운세] 8월 27일 (화요일),세계일보,2024.08.26.,1,w
"천안아산시, 억대 기부채납 부동산 활용 미흡",대전일보,2024.08.26.,2,w
韓수출 가파른 회복… 10대국가 중 최고,파이낸셜뉴스,2024.08.26.,2,y
"현대차·기아, 글로벌 3대 신용평가 ‘올A’",파이낸셜뉴스,2024.08.26.,1,y
돌아온 반도체 호황… 팹리스 2분기 성적표 '합격점',파이낸셜뉴스,2024.08.26.,1,y
"충청 7월 수출, 반도체·ICT 호조에 두 자릿수 '껑충'…충남은 전국 2위",대전일보,2024.08.26.,2,y
"LG전자, 폭스바겐 공급하는 'V2X모듈' 보안 안정성 인증",매일경제,2024.08.26.,2,y
"日 '로봇 농부'…10명이 2시간 할 일, 30분에 끝",한국경제,2024.08.26.,1,w
제네시스 GV90에 '꿈의 기술' 양문형 코치도어,매일경제,2024.08.26.,2,y
"SK네트웍스, 비핵심사업 정리 나서나",매일경제,2024.08.26.,1,w
SK도 한경협에 회비…4대그룹 두번째 납부,한국경제,2024.08.26.,2,w
'전기 툭툭' 제조부터 판매·호출까지…동남아 질주하는 K서비스,서울경제,2024.08.26.,1,y
"기업 45% ""年 매출 최대 5% AI에 투자""",서울경제,2024.08.26.,1,y
"현대차 정몽구 재단, 기후테크 스타트업 포럼 개최",한국경제,2024.08.26.,1,y
전기차 안전 강화에 관련주 '쑥',매일경제,2024.08.26.,1,n
열폭주 방지 소재 개발한 나노팀…국산 기술로 전기차 화재 막는다,한국경제,2024.08.26.,2,w
태평양 못 건넌 `잭슨홀 랠리`,디지털타임스,2024.08.26.,2,w
"""아무것도 포기 마"" 102세 할머니 스카이다이빙",매일경제,2024.08.26.,2,w
"野, 탄핵 등 과거 발언 사과 공세… 김문수, 소신 고수하며 끝내 거부",디지털타임스,2024.08.26.,1,w
“극우 유튜버” “일부 발언으로 재단 못해”…김문수 청문회서 여야 ...,부산일보,2024.08.26.,1,y
'독과점 논란' 카모…수수료 낮춘 지역택시로 '상생' 강조,이데일리,2024.08.26.,1,n
[매경CEO특강] 프로젝트 실패때 더 큰 교훈…성공 발판 됐어요,매일경제,2024.08.26.,1,n
차량용 마이크로 LED 제작비 확 줄였다,매일경제,2024.08.26.,1,y
"美보다 1600만원 비싼 지프, 매출 반토막",디지털타임스,2024.08.26.,2,y
"'수입차', 올해도 보릿고개",전자신문,2024.08.26.,1,w
"평택직할세관 ""7월 하이브리드車 수출입 증가…작년比 30%↑""",경기일보,2024.08.26.,2,w
"인천 연수구, 민간 공동주택 전기차 시설 이전 착수…26개 단지 지원",아시아경제,2024.08.26.,1,y
"[성금내역] 어려운 환경 속 희망 놓지 않는 박유나 씨 모자에 2,646만원 ...",매일신문,2024.08.26.,1,y
자동차 보험사기 고지기한 15일로 단축…“피해자 구제 강화”,전자신문,2024.08.26.,1,y
"보험사기로 오른 보험료, 보험사가 먼저 돌려준다",이데일리,2024.08.26.,2,w
"""車 보험사기 부당할증 환급 받으세요""",디지털타임스,2024.08.26.,2,n
"현대車·기아, 신용등급 ‘올 A’… 혼다·벤츠 등과 어깨 나란히",문화일보,2024.08.26.,2,y
서울 주택가 주차난에… ‘공원 아래 주차장’ 늘린다,문화일보,2024.08.26.,2,y
한국 지자체 4곳·일본 호쿠리쿠 경제교류회의 6년만에 재개,문화일보,2024.08.26.,1,y
"전기차 공포, 한국엔 기회다[문희수의 시론]",문화일보,2024.08.26.,1,y
"영국 102세 할머니, 생일 맞아 스카이다이빙",문화일보,2024.08.26.,1,w
[부고]백현옥조각가(전인하대 미술교육과교수) 별세外,문화일보,2024.08.26.,2,y
"현대차·기아, 글로벌 3대 신용평가 ‘올 A’",헤럴드경제,2024.08.26.,2,y
"LG전자 차량 통신모듈, 세계 첫 보안인증",헤럴드경제,2024.08.26.,1,w
"현대캐피탈, 6000억 규모 ESG 인증 ABS 발행…국내 민간기업 최초",머니투데이,2024.08.26.,1,y
"LG그룹, 미래성장동력 발굴 '대장정'… 'LG 스파크 2024'",전자신문,2024.08.26.,1,w
"현대모비스, 친환경 생태계 보전 박차…1급 멸종위기종 3000마리 방류",서울경제,2024.08.26.,1,w
‘LG 스파크 2024’ 개최…미래 성장동력 발굴 나섰다,이데일리,2024.08.26.,2,y
그룹 R&D 인재 모여 혁신 `용광로` 만든다… LG `테크페어` 첫 개최,디지털타임스,2024.08.26.,2,y
"LG전자, 세계 최초 V2X 모듈 '보안 안정성 국제 인증' 획득",아시아경제,2024.08.26.,2,w
강변북로·올림픽대로 재구조화 추진… `한강접근성·교통` 두 토끼 다 ...,디지털타임스,2024.08.26.,2,y
"‘화재공포’는 신기술로, ‘캐즘’은 신차로… 전기차, 이중고 넘는다...",문화일보,2024.08.26.,2,y
3000만원대 가격·안락한 8단 자동변속… 폭스바겐 제타 인기몰이[자동...,문화일보,2024.08.26.,2,w
"현대캐피탈, 국내 민간기업 최초로 'ESG 인증 ABS' 공모 발행",이데일리,2024.08.26.,1,w
"서울시, 강변북로·올림픽대로 재구조화 밑그림…단절된 한강 연결",머니투데이,2024.08.26.,2,w
"[대일논단] 과도한 전기차 규제, 환경권 침해나 다름없다",대전일보,2024.08.26.,1,y
“술 들어가면 불법 무기로 변해.. 보관함에 넣으세요”,이데일리,2024.08.26.,1,n
"'전기차 포비아' 잡는다… 당정, 전기차 배터리 정보 공개 의무화",세계일보,2024.08.26.,1,y
주일미군기지는 北위협 ‘안전판’… 한·일 안보협력 중요 [밀리터리 ...,파이낸셜뉴스,2024.08.26.,1,y
"광진, 청소년에게 미래 직업체험 교육",서울신문,2024.08.26.,2,y
전기차 업계 ‘배터리 이상 알림’ 잇단 도입,세계일보,2024.08.26.,2,y
"AI 전문가에 드론 개발자까지… 광진, 중·고교 직업 체험 교육",세계일보,2024.08.26.,2,w
요동치는 美대선… 4대그룹 ‘역대급 로비’,서울신문,2024.08.26.,1,y
현대차그룹 E-GMP 기반 전기차 안전성 최우수,세계일보,2024.08.26.,1,y
전기차 배터리 정보 공개 의무화…구축 건물 화재 진압 장비 지원도,서울신문,2024.08.26.,2,y
이제 나오는 밸류업 지수…추가 지원 요구도 커진다,이데일리,2024.08.26.,1,y
"""전기차? 아직은 엔진차""…세계 1위 토요타가 옳은 이유",중앙일보,2024.08.26.,1,w
[이제는 지방시대] TK 유명 기업인줄은 알았는데… 번만큼 통큰 기부·봉...,국민일보,2024.08.26.,1,y
